movie_title,production_budget_usd,worldwide_budget_usd
The Man From Snowy River,5000000.00,20659423.00
Best in Show,6000000.00,20695413.00
Eurotrip,25000000.00,20718223.00
Alex Rider: Operation Stormbreaker,40000000.00,20722450.00
Boys Don't Cry,2000000.00,20741000.00
Fifty Shades of Black,5000000.00,20765353.00
The Dead Zone,10000000.00,20766000.00
Left Behind,16000000.00,20769209.00
A Thousand Words,40000000.00,20790486.00
Georgia Rule,20000000.00,20819601.00
Rock Dog,60000000.00,20830546.00
The Postman,80000000.00,20841123.00
Super Mario Bros.,42000000.00,20844907.00
Amores Perros,2000000.00,20883834.00
Khumba,15000000.00,20898221.00
Red Dog,9100000.00,20927794.00
The Devil's Rejects,7000000.00,20940428.00
La Guerre du feu,12500000.00,20959585.00
A Room with a View,3000000.00,20966644.00
Cat People,12500000.00,21000000.00
Tales from the Crypt: Demon Knight,12000000.00,21089146.00
Very Bad Things,10000000.00,21094974.00
A Stir of Echoes,12000000.00,21133087.00
A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000.00,21163999.00
ATL,17000000.00,21170563.00
Raising Cain,11000000.00,21171695.00
The Guard,6000000.00,21197454.00
A Haunted House 2,4000000.00,21206861.00
New York Minute,40000000.00,21215882.00
Buried,1987650.00,21270290.00
The Apostle,5000000.00,21277770.00
Die Unendliche Geschichte,27000000.00,21300000.00
Center Stage,18000000.00,21361109.00
The Fog,1000000.00,21378361.00
Arn - Tempelriddaren,16500000.00,21404122.00
Our Family Wedding,14000000.00,21410546.00
Quigley Down Under,20000000.00,21413105.00
The Right Stuff,27000000.00,21500000.00
Army of Darkness,11000000.00,21502976.00
The Rum Diary,45000000.00,21544732.00
Black or White,9000000.00,21571189.00
Wicker Park,30000000.00,21577076.00
Over Her Dead Body,10000000.00,21596074.00
Doomsday,33000000.00,21621188.00
White Oleander,16000000.00,21657770.00
Friday the 13th Part 2,1250000.00,21722776.00
Exodus,4000000.00,21750000.00
Little Black Book,30000000.00,21758371.00
Live by Night,65000000.00,21778555.00
Little Voice,6000000.00,21787233.00
Boys and Girls,16000000.00,21799652.00
Melancholia,9400000.00,21817298.00
Mr. 3000,30000000.00,21827296.00
Reno 911!: Miami,10000000.00,21851362.00
Just Wright,12000000.00,21867665.00
Flicka,15000000.00,21896367.00
Friday the 13th Part V: A New Beginning,2200000.00,21930418.00
Feichang Xingyun,8000000.00,21970000.00
Unaccompanied Minors,25000000.00,21970831.00
Joy Ride,23000000.00,21973182.00
The Big Parade,245000.00,22000000.00
The Man with the Iron Fists,15000000.00,22018988.00
Don Juan DeMarco,25000000.00,22032635.00
Man of the House,50000000.00,22099706.00
The Medallion,41000000.00,22108977.00
Home for the Holidays,20000000.00,22119269.00
Three Kingdoms: Resurrection of the Dragon,20000000.00,22139590.00
The Marine,15000000.00,22165608.00
A Nightmare On Elm Street: The Dream Child,6000000.00,22168359.00
Race,5000000.00,22178125.00
My Blueberry Nights,10000000.00,22198996.00
Waitress,1500000.00,22217183.00
Super Size Me,65000.00,22233808.00
My Fellow Americans,21500000.00,22331846.00
At First Sight,40000000.00,22365133.00
Two Can Play That Game,13000000.00,22391450.00
He Got Game,25000000.00,22411948.00
City by the Sea,40000000.00,22433915.00
Winter's Tale,60000000.00,22468620.00
Much Ado About Nothing,8000000.00,22549338.00
Drive Me Crazy,8000000.00,22591451.00
Trance,16000000.00,22594052.00
Bullet to the Head,55000000.00,22597969.00
Prophecy,12000000.00,22673340.00
The Juror,44000000.00,22730924.00
Polisse,8900000.00,22744132.00
Young Adult,12000000.00,22750356.00
Le Scaphandre et le Papillon,14000000.00,22754472.00
A Perfect Getaway,14000000.00,22815460.00
Beloved,53000000.00,22852487.00
Alatriste,28000000.00,22860477.00
The Glass House,22000000.00,22861785.00
Lola rennt,1750000.00,22879194.00
Baggage Claim,8500000.00,22885836.00
The Ruins,25000000.00,22910563.00
Ella Enchanted,35000000.00,22913677.00
Rounders,12000000.00,22921898.00
La Vie d'Adèle – Chapitres 1 & 2,5250000.00,22937201.00
Domino,50000000.00,22969202.00
Aquamarine,12000000.00,22978953.00
Bulletproof Monk,52000000.00,23010607.00
Hunt for the Wilderpeople,2500000.00,23014021.00
"I Love You, Phillip Morris",13000000.00,23014027.00
Super Troopers,1200000.00,23046142.00
The Players Club,5000000.00,23047939.00
Atomic Blonde,30000000.00,23095325.00
Joyeux Noël,22000000.00,23134075.00
Free State of Jones,50000000.00,23152062.00
Stay Alive,20000000.00,23187506.00
CHiPS,25000000.00,23190697.00
Beasts of the Southern Wild,1800000.00,23265132.00
[Rec],2100000.00,23266821.00
La misma luna,1700000.00,23271741.00
Before Midnight,3000000.00,23283672.00
Middle School: The Worst Years of My Life,8500000.00,23311425.00
Once,150000.00,23344056.00
Soul Kitchen,4900000.00,23347469.00
Hoodwinked Too: Hood vs. Evil,30000000.00,23353111.00
Reindeer Games,36000000.00,23360779.00
Antwone Fisher,12500000.00,23367586.00
Raging Bull,18000000.00,23380203.00
Kingdom Come,7000000.00,23393939.00
Chinjeolhan geumjassi,4500000.00,23471871.00
Legend,25000000.00,23506237.00
God’s Not Dead 2,5000000.00,23565072.00
Kevin Hart: What Now?,10000000.00,23591043.00
Hustle & Flow,2800000.00,23591783.00
The Best Years of Our Lives,2100000.00,23600000.00
Armored,20000000.00,23661038.00
North Country,30000000.00,23676771.00
Network,3800000.00,23689877.00
In the Cut,12000000.00,23693646.00
Dickie Roberts: Former Child Star,17000000.00,23734486.00
House of Wax,658000.00,23800000.00
Life as a House,18000000.00,23889158.00
Graduation Day,250000.00,23894000.00
The Railway Man,18000000.00,23910210.00
The Alamo,92000000.00,23911362.00
Virtuosity,30000000.00,23998226.00
Swimming Pool,7800000.00,24021282.00
The Dressmaker,11900000.00,24041617.00
The Adventures of Huck Finn,6500000.00,24103594.00
The Guru,11000000.00,24150550.00
Wanderlust,32500000.00,24159934.00
Renaissance Man,40000000.00,24172899.00
Warrior,25000000.00,24215385.00
The Next Best Thing,25000000.00,24355762.00
In the Heat of the Night,2000000.00,24391108.00
The Shipping News,35000000.00,24405825.00
Arlington Road,21500000.00,24419219.00
Jodaeiye Nader az Simin,800000.00,24426169.00
Notorious,2000000.00,24464742.00
Modern Problems,8000000.00,24474312.00
I Don't Know How She Does It,24000000.00,24474463.00
In the Valley of Elah,23000000.00,24489150.00
Joe Somebody,38000000.00,24515990.00
Punch-Drunk Love,25000000.00,24591031.00
The Apartment,3000000.00,24600000.00
Mad Max 2: The Road Warrior,2000000.00,24600832.00
Sparkle,10000000.00,24660323.00
Biutiful,35000000.00,24687524.00
Seed of Chucky,29000000.00,24716190.00
Lottery Ticket,17000000.00,24719879.00
Nebraska,12000000.00,24761360.00
Kurtlar vadisi - Irak,8300000.00,24906717.00
Catch-22,18000000.00,24911670.00
Whiskey Tango Foxtrot,35000000.00,24915969.00
Aloha,37000000.00,24935799.00
Some Like it Hot,2883848.00,25000000.00
The Stewardesses,200000.00,25000000.00
Logan's Run,7000000.00,25000000.00
Exorcist II: The Heretic,14000000.00,25011000.00
Mommie Dearest,5000000.00,25032000.00
Mad Money,22000000.00,25044057.00
Wyatt Earp,63000000.00,25052000.00
The Wood,6000000.00,25059640.00
Jackie,9000000.00,25077411.00
Midnight in the Garden of Good and Evil,35000000.00,25078937.00
Cursed,35000000.00,25114901.00
Corky Romano,11000000.00,25116103.00
Mr. Turner,14000000.00,25187026.00
Grace of Monaco,30000000.00,25199891.00
Escape from New York,6000000.00,25244700.00
Big Miracle,40000000.00,25268680.00
Bride & Prejudice,7000000.00,25269040.00
Le prénom,11000000.00,25307405.00
25th Hour,4500000.00,25344490.00
The Last Legion,67000000.00,25357771.00
Can't Hardly Wait,10000000.00,25358996.00
The Cold Light of Day,20000000.00,25361206.00
Persepolis,7300000.00,25397460.00
Escape from L.A.,50000000.00,25426861.00
The Last Exorcism Part II,4000000.00,25448707.00
Elle s'appelait Sarah,14500000.00,25480031.00
A Nightmare on Elm Street,1800000.00,25504513.00
Top Five,12000000.00,25514848.00
Desperado,7000000.00,25532388.00
Halloween II,2500000.00,25533818.00
Jonah: A VeggieTales Movie,14000000.00,25608779.00
Enough Said,8000000.00,25621449.00
The Wind That Shakes the Barley,8300000.00,25670174.00
The Outsiders,10000000.00,25697647.00
Das Weisse Band: Eine deutsche Kindergeschichte,18000000.00,25727044.00
Ice Princess,25000000.00,25732334.00
From Dusk Till Dawn,20000000.00,25732986.00
Shadowlands,22000000.00,25842377.00
Rollerball,70000000.00,25852508.00
Our Idiot Brother,5000000.00,25861249.00
The Bye Bye Man,7400000.00,25863405.00
Billy Lynn’s Long Halftime Walk,40000000.00,25863458.00
Saving Silverman,22000000.00,25873142.00
All About the Benjamins,14000000.00,25873145.00
Carrie,1800000.00,25878153.00
Cry Freedom,29000000.00,25899797.00
Les invasions barbares,5000000.00,25913869.00
The Cotton Club,48000000.00,25928721.00
Mao's Last Dancer,18000000.00,25941437.00
Triple 9,20000000.00,25943792.00
Do the Right Thing,6000000.00,26004026.00
The Elephant Man,5000000.00,26010864.00
Indigènes,18900000.00,26063572.00
Fair Game,50000000.00,26097497.00
Your Highness,50000000.00,26121638.00
"Couloirs du temps: Les visiteurs 2, Les",20000000.00,26146072.00
U2 3D,15000000.00,26170402.00
The New World,30000000.00,26184400.00
Howards End,8000000.00,26199377.00
Blood Work,50000000.00,26199517.00
Dumb and Dumberer: When Harry Met Lloyd,30000000.00,26214846.00
The Whole Ten Yards,30000000.00,26323969.00
The Box,25000000.00,26341896.00
The Quiet American,20000000.00,26348203.00
Upside Down,50000000.00,26387039.00
Conan the Destroyer,18000000.00,26400000.00
Apollo 18,5000000.00,26517819.00
The Great Gatsby,7000000.00,26533200.00
Harriet the Spy,13000000.00,26570048.00
The Texas Chainsaw Massacre,140000.00,26572439.00
Glory,18000000.00,26593580.00
Blast from the Past,35000000.00,26613620.00
Oliver Twist,65000000.00,26670920.00
Event Horizon,60000000.00,26673242.00
Timeline,80000000.00,26703184.00
One True Thing,30000000.00,26708196.00
A Prairie Home Companion,10000000.00,26716191.00
Sorority Row,12500000.00,26735797.00
Baahubali: The Beginning,40000000.00,26736665.00
Eye for an Eye,20000000.00,26792700.00
The Way Way Back,5000000.00,26853810.00
Splice,30000000.00,26857459.00
Tron,17000000.00,26918576.00
Spy Hard,18000000.00,26936265.00
Rendition,27500000.00,26939925.00
Un monstre à Paris ,40000000.00,27000381.00
Monsoon Wedding,1200000.00,27025600.00
The Musketeer,40000000.00,27053815.00
The Big Hit,13000000.00,27066941.00
Fast Times at Ridgemont High,4500000.00,27092880.00
The Story of Us,50000000.00,27100030.00
Flash Gordon,35000000.00,27107960.00
Mongol,18000000.00,27147349.00
The Cave,30000000.00,27147991.00
Observe and Report,18000000.00,27148898.00
Baby Geniuses,13000000.00,27151490.00
A Passage to India,27500000.00,27187653.00
Zwartboek,22000000.00,27238354.00
Dark City,27000000.00,27257061.00
The Muppet Christmas Carol,12000000.00,27281507.00
Big Eyes,10000000.00,27317872.00
Clerks II,5000000.00,27342246.00
The Emoji Movie,50000000.00,27366288.00
Norm of the North,18000000.00,27392196.00
The Incredible Burt Wonderstone,32000000.00,27392609.00
Dune,45000000.00,27447471.00
Poetic Justice,14000000.00,27450453.00
Ramona and Beezus,15000000.00,27469621.00
Tailor of Panama,18000000.00,27491653.00
The Thing,38000000.00,27501814.00
Michael Collins,25000000.00,27572844.00
Goal! The Dream Begins,33000000.00,27610873.00
The Island of Dr. Moreau,40000000.00,27682712.00
To Die For,20000000.00,27688744.00
Dark Skies,3500000.00,27704111.00
Love and Basketball,15000000.00,27709625.00
Menace II Society,3500000.00,27731527.00
Nurse Betty,24000000.00,27732366.00
Saving Grace,4000000.00,27786849.00
Air Bud,3000000.00,27788649.00
RocknRolla,18000000.00,27794339.00
Mrs. Henderson Presents,20000000.00,27836366.00
Traitor,22000000.00,27882226.00
Appaloosa,20000000.00,27911453.00
Friday,3500000.00,27936778.00
The Brothers,6000000.00,27958191.00
Loaded Weapon 1,13000000.00,27979399.00
Cirque du Soleil: Worlds Away,25000000.00,28012862.00
Doogal,20000000.00,28058652.00
A Single Man,7000000.00,28142379.00
"20,000 Leagues Under the Sea",5000000.00,28200000.00
American Ultra,28000000.00,28208085.00
Thunderbirds,55000000.00,28231444.00
Let Me In,20000000.00,28270399.00
The Shawshank Redemption,25000000.00,28307092.00
Brown Sugar,8000000.00,28315272.00
Taxi Driver,1000000.00,28316211.00
A Man for All Seasons,3900000.00,28350000.00
"Lock, Stock and Two Smoking Barrels",1350000.00,28356188.00
Go!,6500000.00,28383441.00
Hoffa,35000000.00,28391473.00
The 33,25000000.00,28400715.00
Frost/Nixon,29000000.00,28452945.00
The Out-of-Towners,40000000.00,28544120.00
W.,25100000.00,28575778.00
Wrong Turn,10000000.00,28649556.00
American Psycho,8000000.00,28674417.00
Agent Cody Banks 2: Destination London,26000000.00,28703083.00
The Brothers Grimsby,35000000.00,28721408.00
Baby Boy,16000000.00,28734552.00
Yu-Gi-Oh,20000000.00,28762690.00
Boiler Room,9000000.00,28773637.00
Case 39,27000000.00,28773827.00
"Girl, Interrupted",24000000.00,28871190.00
The Player,8000000.00,28876702.00
Heist,35000000.00,28906817.00
The Upside of Anger,12000000.00,28915761.00
The Life of David Gale,50000000.00,28920188.00
The New Guy,13000000.00,28972187.00
Wolf Creek,1100000.00,29005064.00
Far From Heaven,13500000.00,29027914.00
Double Impact,16000000.00,29090445.00
The Object of my Affection,15000000.00,29145924.00
Rang De Basanti,5300000.00,29197694.00
The Rose,8500000.00,29200000.00
Bulworth,30000000.00,29203383.00
The Road,25000000.00,29206732.00
The Stepfather,20000000.00,29227561.00
Draft Day,25000000.00,29276904.00
A Low Down Dirty Shame,10000000.00,29317886.00
The Prince & Me,30000000.00,29356757.00
Across the Universe,45000000.00,29367143.00
De rouille et d’os,19500000.00,29393634.00
The Evil Dead,375000.00,29400000.00
The Pledge,45000000.00,29406132.00
Twilight Zone: The Movie,10000000.00,29500000.00
Angel Eyes,38000000.00,29544532.00
"Tora, Tora, Tora",25000000.00,29548291.00
La grande bellezza,12000000.00,29549145.00
An Education,7500000.00,29652736.00
Battlefield Earth: A Saga of the Year 3000,80000000.00,29725663.00
Riding in Cars with Boys,47000000.00,29781453.00
Double Take,24000000.00,29823162.00
St. Trinian’s,11400000.00,29830239.00
Ghost Town,20000000.00,29843245.00
The Losers,25000000.00,29863840.00
Shorts,20000000.00,29870801.00
The Four Feathers,35000000.00,29882645.00
Mandela: Long Walk to Freedom,35000000.00,29890402.00
Small Time Crooks,18000000.00,29934477.00
New in Town,8000000.00,29937909.00
Laws of Attraction,32000000.00,29948322.00
Night of the Living Dead,114000.00,30000000.00
Quo Vadis?,8250000.00,30022000.00
Road House,10000000.00,30050028.00
Metegol,22000000.00,30051905.00
Dragonfly,60000000.00,30063805.00
"Che, El Ar the Argentine",58000000.00,30118557.00
When the Game Stands Tall,15000000.00,30138912.00
Jane Austen's Mafia,10000000.00,30143795.00
What's Your Number?,20000000.00,30163785.00
The Art of War,40000000.00,30199105.00
Pulse,20500000.00,30241435.00
The Great Debaters,15000000.00,30261293.00
Silmido,8500000.00,30298347.00
Queen of the Damned,35000000.00,30307804.00
A Night at the Roxbury,17000000.00,30331165.00
Shaun of the Dead,5000000.00,30332385.00
Cabin Fever,1500000.00,30351664.00
A Serious Man,7000000.00,30360570.00
Mortdecai,60000000.00,30396134.00
Stick It,20000000.00,30399714.00
East is East,3000000.00,30438635.00
An American Haunting,14000000.00,30443277.00
2 For the Money,20000000.00,30491379.00
From Here to Eternity,1650000.00,30500000.00
The House,40000000.00,30576502.00
Flipper,25530000.00,30593313.00
The Raven,26000000.00,30601801.00
Virus,75000000.00,30626690.00
Superstar,14000000.00,30628981.00
When the Bough Breaks,10000000.00,30629507.00
Nancy Drew,20000000.00,30703845.00
Nocturnal Animals,22500000.00,30719170.00
Secret in Their Eyes,20000000.00,30808558.00
The Princess Bride,15000000.00,30857000.00
The Water Diviner,22500000.00,30864649.00
Hearts in Atlantis,31000000.00,30885781.00
Be Kind Rewind,20000000.00,30894247.00
Ultraviolet,30000000.00,30962112.00
Joe Dirt,16000000.00,30987695.00
Igor,22000000.00,31013349.00
High Anxiety,3400000.00,31063038.00
Grosse Pointe Blank,15000000.00,31070412.00
Love in the Time of Cholera,45000000.00,31077418.00
Spring Breakers,5000000.00,31149251.00
Joyful Noise,27500000.00,31157914.00
Movie 43,10000000.00,31164747.00
How High,12000000.00,31222395.00
Johnson Family Vacation,12000000.00,31286759.00
Lost Souls,28000000.00,31320293.00
The Iron Giant,50000000.00,31333917.00
An Ideal Husband,10700000.00,31341183.00
Rob Roy,28000000.00,31390587.00
Premium Rush,35000000.00,31393201.00
Lage Raho Munna Bhai,2700000.00,31517561.00
Mud,10000000.00,31556959.00
Benji,500000.00,31559560.00
The Girl Next Door,25000000.00,31635150.00
Rent,40000000.00,31670620.00
History of the World: Part I,11000000.00,31672000.00
Paint Your Wagon,20000000.00,31678778.00
Pinocchio,45000000.00,31681811.00
Mr. Nice Guy,6000000.00,31716953.00
Lake Placid,27000000.00,31770413.00
The Shadow,40000000.00,31835600.00
The Young Victoria,35000000.00,31878891.00
Dressed to Kill,6500000.00,31899000.00
Jennifer's Body,16000000.00,31943401.00
The Age of Innocence,34000000.00,32014993.00
Sunshine,40000000.00,32030610.00
Copycat,20000000.00,32051917.00
Cidade de Deus,3300000.00,32059295.00
Dance Flick,25000000.00,32092761.00
The Lawnmower Man,10000000.00,32100816.00
Shark Night 3D,25000000.00,32209741.00
The Lost Boys,8500000.00,32222567.00
Kingpin,25000000.00,32223424.00
Project Almanac,12000000.00,32248241.00
Kevin Hart: Let Me Explain,2500000.00,32327255.00
Being John Malkovich,13000000.00,32382381.00
Krrish,10000000.00,32430721.00
Adaptation,18500000.00,32531759.00
Kabhi Alvida Naa Kehna,10750000.00,32575443.00
Leap Year,19000000.00,32618920.00
Burnt,20000000.00,32632668.00
Coming Home,3000000.00,32653000.00
Return to Me,24000000.00,32662299.00
The Invention of Lying,18500000.00,32679264.00
Katy Perry: Part of Me,12000000.00,32700439.00
Luther,35000000.00,32738814.00
You Again,20000000.00,32838945.00
Inside Llewyn Davis,11000000.00,32943247.00
The Producers: The Movie Musical,45000000.00,32952995.00
88 Minutes,30000000.00,32955399.00
